date,type,concert_date,survey_result
40826.10417,standard,40848.75,
40826.24167,standard,40848.75,
40826.26944,vip,40848.75,
40826.29722,vip,40848.75,
40826.31111,standard,40848.75,
40826.31528,standard,40848.75,
40826.34583,standard,40848.75,
40826.38472,standard,40848.75,
40826.38819,vip,40848.75,
40826.39722,standard,40848.75,
40826.44028,standard,40848.75,
40826.49097,standard,40848.75,
40826.49167,standard,40848.75,
40826.61181,standard,40848.75,
40826.61458,standard,40848.75,
40826.64444,standard,40848.75,
40826.71111,standard,40848.75,
40826.76319,standard,40848.75,
40826.84028,vip,40848.75,
40826.91319,vip,40848.75,
40826.91806,standard,40848.75,
40826.93403,standard,40848.75,
40826.9625,standard,40848.75,
40826.97083,standard,40848.75,
40826.98125,vip,40848.75,
40827.02361,standard,40848.75,
40827.0375,vip,40848.75,
40827.04931,vip,40848.75,
40827.05278,vip,40848.75,
40827.0625,standard,40848.75,
40827.07361,standard,40848.75,
40827.10694,vip,40848.75,
40827.13611,vip,40848.75,
40827.14444,vip,40848.75,
40827.16667,vip,40848.75,
40827.23194,standard,40848.75,
40827.23611,standard,40848.75,
40827.25417,standard,40848.75,
40827.32639,standard,40848.75,
40827.35278,standard,40848.75,
40827.35833,standard,40848.75,
40827.41528,standard,40848.75,
40827.42292,standard,40848.75,
40827.43472,vip,40848.75,
40827.44514,standard,40848.75,
40827.44583,vip,40848.75,
40827.45625,vip,40848.75,
40827.51667,standard,40848.75,
40827.54792,standard,40848.75,
40827.5625,standard,40848.75,
40827.57917,vip,40848.75,
40827.61181,vip,40848.75,
40827.61806,vip,40848.75,
40827.62153,standard,40848.75,
40827.62361,vip,40848.75,
40827.67847,standard,40848.75,
40827.70903,standard,40848.75,
40827.71806,vip,40848.75,
40827.72153,standard,40848.75,
40827.74722,vip,40848.75,
40827.79097,standard,40848.75,
40827.81458,vip,40848.75,
40827.85069,standard,40848.75,
40827.89028,standard,40848.75,
40827.90208,standard,40848.75,
40828.00139,standard,40848.75,
40828.05556,standard,40848.75,
40828.06042,standard,40848.75,
40828.07431,standard,40848.75,
40828.09167,vip,40848.75,
40828.09931,standard,40848.75,
40828.10139,standard,40848.75,
40828.11667,standard,40848.75,
40828.13264,vip,40848.75,
40828.13611,vip,40848.75,
40828.14097,standard,40848.75,
40828.15556,standard,40848.75,
40828.16319,standard,40848.75,
40828.16389,standard,40848.75,
40828.17569,standard,40848.75,
40828.19653,standard,40848.75,
40828.20278,standard,40848.75,
40828.23125,vip,40848.75,
40828.28542,standard,40848.75,
40828.32361,vip,40848.75,
40828.33889,standard,40848.75,
40828.38333,standard,40848.75,
40828.40069,vip,40848.75,
40828.40417,vip,40848.75,
40828.45417,standard,40848.75,
40828.45625,vip,40848.75,
40828.49097,vip,40848.75,
40828.53056,vip,40848.75,
40828.54722,standard,40848.75,
40828.60903,standard,40848.75,
40828.63472,standard,40848.75,
40828.64722,standard,40848.75,
40828.66597,standard,40848.75,
40828.70139,standard,40848.75,
40828.70139,vip,40848.75,
40828.71458,standard,40848.75,
40828.72153,vip,40848.75,
40828.73333,vip,40848.75,
40828.74236,vip,40848.75,
40828.76389,standard,40848.75,
40828.77639,standard,40848.75,
40828.81597,standard,40848.75,
40828.82222,standard,40848.75,
40828.82431,standard,40848.75,
40828.82917,vip,40848.75,
40828.83194,vip,40848.75,
40828.87569,standard,40848.75,
40828.89167,standard,40848.75,
40828.91806,standard,40848.75,
40828.93125,standard,40848.75,
40828.93472,vip,40848.75,
40828.99792,vip,40848.75,
40829.02222,standard,40848.75,
40829.04444,vip,40848.75,
40829.06181,standard,40848.75,
40829.08264,standard,40848.75,
40829.11389,vip,40848.75,
40829.12153,standard,40848.75,
40829.14167,vip,40848.75,
40829.1625,vip,40848.75,
40829.17292,standard,40848.75,
40829.18403,vip,40848.75,
40829.19792,vip,40848.75,
40829.21528,standard,40848.75,
40829.25556,vip,40848.75,
40829.25833,standard,40848.75,
40829.27361,standard,40848.75,
40829.28472,standard,40848.75,
40829.29653,standard,40848.75,
40829.31736,standard,40848.75,
40829.35903,standard,40848.75,
40829.38194,standard,40848.75,
40829.42083,standard,40848.75,
40829.50694,standard,40848.75,
40829.58125,standard,40848.75,
40829.58681,standard,40848.75,
40829.60208,standard,40848.75,
40829.61667,standard,40848.75,
40829.61736,standard,40848.75,
40829.63194,standard,40848.75,
40829.64097,vip,40848.75,
40829.65417,vip,40848.75,
40829.65694,standard,40848.75,
40829.66597,vip,40848.75,
40829.68472,standard,40848.75,
40829.71458,vip,40848.75,
40829.72083,standard,40848.75,
40829.72917,standard,40848.75,
40829.73125,vip,40848.75,
40829.74028,vip,40848.75,
40829.78958,standard,40848.75,
40829.79444,vip,40848.75,
40829.84236,standard,40848.75,
40829.84306,standard,40848.75,
40829.88611,standard,40848.75,
40829.89931,standard,40848.75,
40829.90347,standard,40848.75,
40829.95417,standard,40848.75,
40829.99514,standard,40848.75,
40830,standard,40848.75,
40830.00278,standard,40848.75,
40830.05625,vip,40848.75,
40830.06944,standard,40848.75,
40830.09931,standard,40848.75,
40830.12153,vip,40848.75,
40830.175,standard,40848.75,
40830.19375,standard,40848.75,
40830.26181,standard,40848.75,
40830.34583,standard,40848.75,
40830.38472,standard,40848.75,
40830.42639,standard,40848.75,
40830.45833,standard,40848.75,
40830.46806,standard,40848.75,
40830.47153,vip,40848.75,
40830.52292,standard,40848.75,
40830.52431,standard,40848.75,
40830.52639,vip,40848.75,
40830.55694,vip,40848.75,
40830.59861,standard,40848.75,
40830.59861,standard,40848.75,
40830.60208,standard,40848.75,
40830.63889,standard,40848.75,
40830.64028,standard,40848.75,
40830.65,vip,40848.75,
40830.67361,standard,40848.75,
40830.67639,standard,40848.75,
40830.70278,standard,40848.75,
40830.72222,standard,40848.75,
40830.72222,standard,40848.75,
40830.73611,vip,40848.75,
40830.77153,standard,40848.75,
40830.78681,standard,40848.75,
40830.82014,standard,40848.75,
40830.82708,standard,40848.75,
40830.83542,vip,40848.75,
40830.87153,vip,40848.75,
40830.90764,vip,40848.75,
40830.91111,standard,40848.75,
40830.93125,standard,40848.75,
40830.95764,standard,40848.75,
40830.96111,standard,40848.75,
40830.96111,vip,40848.75,
40831.02153,standard,40848.75,
40831.03958,standard,40848.75,
40831.06458,vip,40848.75,
40831.07153,standard,40848.75,
40831.07778,vip,40848.75,
40831.17014,standard,40848.75,
40831.20139,standard,40848.75,
40831.21806,standard,40848.75,
40831.22569,standard,40848.75,
40831.23958,standard,40848.75,
40831.24167,standard,40848.75,
40831.24583,standard,40848.75,
40831.32153,standard,40848.75,
40831.32778,standard,40848.75,
40831.33333,standard,40848.75,
40831.36319,standard,40848.75,
40831.37639,vip,40848.75,
40831.41389,standard,40848.75,
40831.42917,standard,40848.75,
40831.52292,standard,40848.75,
40831.53472,standard,40848.75,
40831.53681,vip,40848.75,
40831.53681,standard,40848.75,
40831.54236,standard,40848.75,
40831.54236,standard,40848.75,
40831.55139,standard,40848.75,
40831.56111,standard,40848.75,
40831.58819,standard,40848.75,
40831.59722,vip,40848.75,
40831.60625,standard,40848.75,
40831.60903,standard,40848.75,
40831.62083,standard,40848.75,
40831.63056,vip,40848.75,
40831.63194,vip,40848.75,
40831.65486,standard,40848.75,
40831.66667,standard,40848.75,
40831.75556,standard,40848.75,
40831.8125,vip,40848.75,
40831.86111,standard,40848.75,
40831.86875,vip,40848.75,
40831.87014,standard,40848.75,
40831.91736,vip,40848.75,
40831.92917,standard,40848.75,
40831.98542,standard,40848.75,
40832.05903,vip,40848.75,
40832.05903,vip,40848.75,
40832.07778,standard,40848.75,
40832.07778,standard,40848.75,
40832.10139,vip,40848.75,
40832.10903,standard,40848.75,
40832.12014,standard,40848.75,
40832.12778,standard,40848.75,
40832.15903,vip,40848.75,
40832.1625,standard,40848.75,
40832.175,vip,40848.75,
40832.18819,vip,40848.75,
40832.20903,vip,40848.75,
40832.20972,vip,40848.75,
40832.25903,standard,40848.75,
40832.26736,standard,40848.75,
40832.35694,standard,40848.75,
40832.36528,vip,40848.75,
40832.37431,standard,40848.75,
40832.38125,standard,40848.75,
40832.38264,standard,40848.75,
40832.44931,standard,40848.75,
40832.48958,standard,40848.75,
40832.5,standard,40848.75,
40832.51181,vip,40848.75,
40832.54514,standard,40848.75,
40832.57778,standard,40848.75,
40832.59306,vip,40848.75,
40832.60417,standard,40848.75,
40832.66597,vip,40848.75,
40832.67569,standard,40848.75,
40832.77222,standard,40848.75,
40832.77361,standard,40848.75,
40832.78681,vip,40848.75,
40832.79236,vip,40848.75,
40832.79722,standard,40848.75,
40832.79792,standard,40848.75,
40832.85972,standard,40848.75,
40832.86944,vip,40848.75,
40832.88611,vip,40848.75,
40832.92639,vip,40848.75,
40832.94792,vip,40848.75,
40832.97847,vip,40848.75,
40832.97986,standard,40848.75,
40833.03403,standard,40848.75,
40833.08264,standard,40848.75,
40833.12431,vip,40848.75,
40833.14028,vip,40848.75,
40833.14514,vip,40848.75,
40833.15,vip,40848.75,
40833.16667,standard,40848.75,
40833.20764,standard,40848.75,
40833.24167,vip,40848.75,
40833.27639,standard,40848.75,
40833.29236,vip,40848.75,
40833.31319,standard,40848.75,
40833.34514,vip,40848.75,
40833.35278,vip,40848.75,
40833.36181,standard,40848.75,
40833.37431,standard,40848.75,
40833.41875,standard,40848.75,
40833.46389,standard,40848.75,
40833.48611,standard,40848.75,
40833.48889,vip,40848.75,
40833.5375,standard,40848.75,
40833.55069,standard,40848.75,
40833.57361,standard,40848.75,
40833.61528,standard,40848.75,
40833.63611,standard,40848.75,
40833.63819,vip,40848.75,
40833.76458,standard,40848.75,
40833.78056,vip,40848.75,
40833.79792,vip,40848.75,
40833.83403,vip,40848.75,
40833.84444,standard,40848.75,
40833.87639,standard,40848.75,
40833.88264,standard,40848.75,
40833.89097,standard,40848.75,
40833.90069,standard,40848.75,
40833.90903,standard,40848.75,
40833.91667,standard,40848.75,
40833.94514,standard,40848.75,
40834.00972,standard,40848.75,
40834.0125,vip,40848.75,
40834.02847,standard,40848.75,
40834.03333,standard,40848.75,
40834.04306,standard,40848.75,
40834.04306,standard,40848.75,
40834.04514,vip,40848.75,
40834.05972,standard,40848.75,
40834.06597,vip,40848.75,
40834.08403,vip,40848.75,
40834.09792,standard,40848.75,
40834.10556,vip,40848.75,
40834.10625,standard,40848.75,
40834.10764,vip,40848.75,
40834.13542,standard,40848.75,
40834.175,vip,40848.75,
40834.17917,vip,40848.75,
40834.20625,standard,40848.75,
40834.22361,standard,40848.75,
40834.23194,vip,40848.75,
40834.26736,standard,40848.75,
40834.31597,vip,40848.75,
40834.34444,vip,40848.75,
40834.37778,standard,40848.75,
40834.39861,standard,40848.75,
40834.42569,standard,40848.75,
40834.42778,vip,40848.75,
40834.43611,standard,40848.75,
40834.54236,standard,40848.75,
40834.58681,standard,40848.75,
40834.61528,standard,40848.75,
40834.625,standard,40848.75,
40834.70694,vip,40848.75,
40834.72708,standard,40848.75,
40834.775,vip,40848.75,
40834.77847,vip,40848.75,
40834.80208,standard,40848.75,
40834.81111,standard,40848.75,
40834.85972,vip,40848.75,
40834.86597,standard,40848.75,
40834.86736,vip,40848.75,
40834.87431,standard,40848.75,
40834.90625,standard,40848.75,
40834.91875,vip,40848.75,
40834.92986,vip,40848.75,
40835.00694,standard,40848.75,
40835.01458,standard,40848.75,
40835.03958,standard,40848.75,
40835.05486,vip,40848.75,
40835.07569,vip,40848.75,
40835.09861,standard,40848.75,
40835.15139,standard,40848.75,
40835.18125,standard,40848.75,
40835.18958,vip,40848.75,
40835.19861,standard,40848.75,
40835.23125,standard,40848.75,
40835.27778,vip,40848.75,
40835.28125,standard,40848.75,
40835.28542,vip,40848.75,
40835.34167,vip,40848.75,
40835.34444,vip,40848.75,
40835.37083,standard,40848.75,
40835.39722,standard,40848.75,
40835.40764,vip,40848.75,
40835.42083,standard,40848.75,
40835.45139,vip,40848.75,
40835.47708,standard,40848.75,
40835.48056,standard,40848.75,
40835.50278,vip,40848.75,
40835.55208,standard,40848.75,
40835.56736,standard,40848.75,
40835.56736,standard,40848.75,
40835.57917,vip,40848.75,
40835.59931,standard,40848.75,
40835.60208,standard,40848.75,
40835.63333,standard,40848.75,
40835.64583,standard,40848.75,
40835.64861,standard,40848.75,
40835.67083,standard,40848.75,
40835.67708,standard,40848.75,
40835.68611,standard,40848.75,
40835.71319,standard,40848.75,
40835.71389,standard,40848.75,
40835.71667,standard,40848.75,
40835.72431,standard,40848.75,
40835.72639,standard,40848.75,
40835.85694,standard,40848.75,
40835.87708,standard,40848.75,
40835.94028,standard,40848.75,
40835.95417,standard,40848.75,
40835.99444,vip,40848.75,
40836.00556,vip,40848.75,
40836.05833,vip,40848.75,
40836.07708,standard,40848.75,
40836.08889,vip,40848.75,
40836.09028,standard,40848.75,
40836.09375,vip,40848.75,
40836.1,vip,40848.75,
40836.10625,standard,40848.75,
40836.10625,standard,40848.75,
40836.10903,vip,40848.75,
40836.12708,standard,40848.75,
40836.13403,standard,40848.75,
40836.15694,standard,40848.75,
40836.17778,standard,40848.75,
40836.19514,standard,40848.75,
40836.21944,standard,40848.75,
40836.23889,standard,40848.75,
40836.27778,standard,40848.75,
40836.28681,standard,40848.75,
40836.29861,vip,40848.75,
40836.33125,standard,40848.75,
40836.36667,vip,40848.75,
40836.38542,standard,40848.75,
40836.42014,standard,40848.75,
40836.49861,standard,40848.75,
40836.50139,standard,40848.75,
40836.51389,vip,40848.75,
40836.52083,standard,40848.75,
40836.55278,standard,40848.75,
40836.55278,standard,40848.75,
40836.59306,standard,40848.75,
40836.60486,standard,40848.75,
40836.61181,standard,40848.75,
40836.64028,standard,40848.75,
40836.66042,vip,40848.75,
40836.69583,standard,40848.75,
40836.70347,standard,40848.75,
40836.70486,vip,40848.75,
40836.74306,vip,40848.75,
40836.75347,standard,40848.75,
40836.77778,standard,40848.75,
40836.77917,vip,40848.75,
40836.80417,standard,40848.75,
40836.81528,vip,40848.75,
40836.82569,standard,40848.75,
40836.9,standard,40848.75,
40836.90556,standard,40848.75,
40836.91111,standard,40848.75,
40836.92847,vip,40848.75,
40836.97153,vip,40848.75,
40836.99444,standard,40848.75,
40836.99653,standard,40848.75,
40837.03542,standard,40848.75,
40837.05764,standard,40848.75,
40837.10694,standard,40848.75,
40837.13958,standard,40848.75,
40837.19236,vip,40848.75,
40837.19514,standard,40848.75,
40837.20347,standard,40848.75,
40837.21736,standard,40848.75,
40837.21806,standard,40848.75,
40837.22292,standard,40848.75,
40837.25486,vip,40848.75,
40837.26736,standard,40848.75,
40837.29306,vip,40848.75,
40837.29514,standard,40848.75,
40837.31875,standard,40848.75,
40837.36944,standard,40848.75,
40837.37153,standard,40848.75,
40837.3875,vip,40848.75,
40837.42083,standard,40848.75,
40837.42986,standard,40848.75,
40837.47014,standard,40848.75,
40837.47431,standard,40848.75,
40837.5,standard,40848.75,
40837.50972,standard,40848.75,
40837.52639,standard,40848.75,
40837.53333,standard,40848.75,
40837.54167,standard,40848.75,
40837.55139,standard,40848.75,
40837.56944,standard,40848.75,
40837.61944,standard,40848.75,
40837.65625,vip,40848.75,
40837.71667,vip,40848.75,
40837.73333,standard,40848.75,
40837.78264,vip,40848.75,
40837.80833,standard,40848.75,
40837.825,standard,40848.75,
40837.82847,standard,40848.75,
40837.86944,standard,40848.75,
40837.87083,vip,40848.75,
40837.87292,standard,40848.75,
40837.88681,vip,40848.75,
40837.9,vip,40848.75,
40837.9,standard,40848.75,
40837.91389,standard,40848.75,
40837.92986,standard,40848.75,
40838.00347,vip,40848.75,
40838.00556,standard,40848.75,
40838.08194,vip,40848.75,
40838.0875,vip,40848.75,
40838.09167,vip,40848.75,
40838.10417,standard,40848.75,
40838.16944,standard,40848.75,
40838.19236,standard,40848.75,
40838.20625,standard,40848.75,
40838.20764,vip,40848.75,
40838.22361,standard,40848.75,
40838.31736,vip,40848.75,
40413.75,standard,40483.75,
40413.75,standard,40483.75,
40413.75,standard,40483.75,
40413.75,standard,40483.75,
40413.75,standard,40483.75,
40413.75,vip,40483.75,
40413.75,vip,40483.75,
40413.75,vip,40483.75,
40413.75,vip,40483.75,
40417.06042,standard,40483.75,
40419.08889,standard,40483.75,
40419.19167,standard,40483.75,
40419.25764,standard,40483.75,
40420.30903,standard,40483.75,
40420.79167,vip,40483.75,
40420.95139,standard,40483.75,
40420.99028,standard,40483.75,
40421.42222,standard,40483.75,
40422.29583,standard,40483.75,
40422.51111,standard,40483.75,
40422.58472,standard,40483.75,
40422.90972,vip,40483.75,
40425.54861,vip,40483.75,
40425.98403,standard,40483.75,
40426.35,standard,40483.75,
40426.64444,vip,40483.75,
40426.89444,vip,40483.75,
40427.09653,standard,40483.75,
40427.44653,vip,40483.75,
40428.0625,standard,40483.75,
40429.84167,vip,40483.75,
40430.18264,standard,40483.75,
40430.66667,standard,40483.75,
40430.76389,standard,40483.75,
40431.86042,standard,40483.75,
40432.14861,standard,40483.75,
40432.70278,standard,40483.75,
40432.87292,vip,40483.75,
40433.11458,vip,40483.75,
40433.47847,standard,40483.75,
40433.67014,standard,40483.75,
40434.92708,standard,40483.75,
40435.02153,standard,40483.75,
40435.20556,standard,40483.75,
40435.20764,vip,40483.75,
40435.38889,standard,40483.75,
40435.44931,standard,40483.75,
40435.61319,standard,40483.75,
40435.70069,standard,40483.75,
40435.70347,standard,40483.75,
40435.87986,standard,40483.75,
40435.9625,vip,40483.75,
40436.37222,standard,40483.75,
40436.40694,vip,40483.75,
40436.81944,standard,40483.75,
40436.82292,standard,40483.75,
40436.95,standard,40483.75,
40437.16389,standard,40483.75,
40437.31597,standard,40483.75,
40437.34931,standard,40483.75,
40437.40556,standard,40483.75,
40437.43264,standard,40483.75,
40437.54306,standard,40483.75,
40437.63681,vip,40483.75,
40437.83889,standard,40483.75,
40437.95,vip,40483.75,
40438.01944,standard,40483.75,
40438.81944,standard,40483.75,
40438.91944,vip,40483.75,
40439.14653,standard,40483.75,
40439.15,standard,40483.75,
40439.2,vip,40483.75,
40439.32847,vip,40483.75,
40439.63403,vip,40483.75,
40439.77083,standard,40483.75,
40439.84028,standard,40483.75,
40439.84722,standard,40483.75,
40439.89167,standard,40483.75,
40440.04722,standard,40483.75,
40440.14375,standard,40483.75,
40440.56319,vip,40483.75,
40440.61597,standard,40483.75,
40440.94167,standard,40483.75,
40440.94444,standard,40483.75,
40440.96806,standard,40483.75,
40440.98958,vip,40483.75,
40441.06389,standard,40483.75,
40441.11181,standard,40483.75,
40441.12431,standard,40483.75,
40441.16319,vip,40483.75,
40441.25208,standard,40483.75,
40441.48264,standard,40483.75,
40441.50694,standard,40483.75,
40441.52569,standard,40483.75,
40441.52708,standard,40483.75,
40441.55694,standard,40483.75,
40441.59375,standard,40483.75,
40441.60972,vip,40483.75,
40441.71111,vip,40483.75,
40441.79028,standard,40483.75,
40442.04931,standard,40483.75,
40442.09097,vip,40483.75,
40442.14861,standard,40483.75,
40442.2125,standard,40483.75,
40442.25764,vip,40483.75,
40442.75694,standard,40483.75,
40443.02986,standard,40483.75,
40443.11458,vip,40483.75,
40443.15556,vip,40483.75,
40443.48056,vip,40483.75,
40443.58611,vip,40483.75,
40443.64861,vip,40483.75,
40443.67292,vip,40483.75,
40443.70417,vip,40483.75,
40443.88889,standard,40483.75,
40443.93194,standard,40483.75,
40443.95347,vip,40483.75,
40444.02431,vip,40483.75,
40444.12639,standard,40483.75,
40444.17292,vip,40483.75,
40444.2875,vip,40483.75,
40444.33681,standard,40483.75,
40444.47917,vip,40483.75,
40444.52361,standard,40483.75,
40444.66458,standard,40483.75,
40444.7125,standard,40483.75,
40444.94653,vip,40483.75,
40444.99097,vip,40483.75,
40444.99167,standard,40483.75,
40445.01597,vip,40483.75,
40445.04653,vip,40483.75,
40445.21528,standard,40483.75,
40445.41319,standard,40483.75,
40445.43611,standard,40483.75,
40445.54028,standard,40483.75,
40445.68403,vip,40483.75,
40445.71319,vip,40483.75,
40445.775,vip,40483.75,
40445.81875,vip,40483.75,
40446.17431,vip,40483.75,
40446.29444,standard,40483.75,
40446.30417,standard,40483.75,
40446.5875,vip,40483.75,
40446.60972,standard,40483.75,
40446.63472,standard,40483.75,
40446.66528,standard,40483.75,
40446.66806,vip,40483.75,
40446.66875,standard,40483.75,
40446.69444,standard,40483.75,
40446.73542,standard,40483.75,
40446.75139,standard,40483.75,
40446.85625,standard,40483.75,
40446.90069,standard,40483.75,
40446.93472,vip,40483.75,
40447.05972,standard,40483.75,
40447.09167,standard,40483.75,
40447.20486,standard,40483.75,
40447.27639,vip,40483.75,
40447.37222,standard,40483.75,
40447.39097,standard,40483.75,
40447.39653,vip,40483.75,
40447.48125,standard,40483.75,
40447.51111,standard,40483.75,
40447.74097,standard,40483.75,
40447.82569,standard,40483.75,
40447.86389,standard,40483.75,
40447.92708,standard,40483.75,
40447.95903,vip,40483.75,
40448.21667,standard,40483.75,
40448.42431,standard,40483.75,
40448.43681,standard,40483.75,
40448.51389,standard,40483.75,
40448.51389,standard,40483.75,
40448.53611,standard,40483.75,
40448.60069,standard,40483.75,
40448.82708,standard,40483.75,
40448.91597,standard,40483.75,
40448.98958,standard,40483.75,
40449.05417,standard,40483.75,
40449.10625,standard,40483.75,
40449.23889,standard,40483.75,
40449.34306,standard,40483.75,
40449.35625,standard,40483.75,
40449.47083,standard,40483.75,
40449.57639,standard,40483.75,
40449.59583,standard,40483.75,
40449.66875,standard,40483.75,
40449.81111,standard,40483.75,
40449.85694,vip,40483.75,
40450.03333,standard,40483.75,
40450.19931,standard,40483.75,
40450.20972,standard,40483.75,
40450.38889,standard,40483.75,
40450.45278,vip,40483.75,
40450.54583,standard,40483.75,
40450.74375,standard,40483.75,
40450.76181,standard,40483.75,
40450.83681,standard,40483.75,
40450.90556,standard,40483.75,
40450.90764,standard,40483.75,
40450.98264,standard,40483.75,
40451.00764,vip,40483.75,
40451.01875,standard,40483.75,
40451.17153,standard,40483.75,
40451.18819,standard,40483.75,
40451.21597,vip,40483.75,
40451.42153,standard,40483.75,
40451.84306,standard,40483.75,
40451.87014,standard,40483.75,
40451.92778,standard,40483.75,
40452.03472,standard,40483.75,
40452.08472,standard,40483.75,
40452.24306,standard,40483.75,
40452.26667,standard,40483.75,
40452.29306,standard,40483.75,
40452.32708,standard,40483.75,
40452.32986,standard,40483.75,
40452.35903,vip,40483.75,
40452.44514,standard,40483.75,
40452.50069,standard,40483.75,
40452.63611,standard,40483.75,
40452.74861,standard,40483.75,
40452.77778,standard,40483.75,
40452.83681,standard,40483.75,
40452.86181,standard,40483.75,
40452.88333,standard,40483.75,
40452.91042,standard,40483.75,
40452.94236,vip,40483.75,
40452.9625,standard,40483.75,
40452.97639,standard,40483.75,
40453.00208,standard,40483.75,
40453.02292,vip,40483.75,
40453.05,vip,40483.75,
40453.12014,standard,40483.75,
40453.17431,standard,40483.75,
40453.18056,standard,40483.75,
40453.27708,standard,40483.75,
40453.33264,standard,40483.75,
40453.34514,standard,40483.75,
40453.43333,standard,40483.75,
40453.47361,vip,40483.75,
40453.49167,vip,40483.75,
40453.49583,standard,40483.75,
40453.56458,standard,40483.75,
40453.59167,standard,40483.75,
40453.68958,standard,40483.75,
40453.69306,vip,40483.75,
40453.79028,standard,40483.75,
40453.96944,standard,40483.75,
40453.97708,standard,40483.75,
40454.08264,standard,40483.75,
40454.10625,vip,40483.75,
40454.16319,standard,40483.75,
40454.16875,vip,40483.75,
40454.3125,standard,40483.75,
40454.33472,standard,40483.75,
40454.36319,standard,40483.75,
40454.44861,vip,40483.75,
40454.50833,vip,40483.75,
40454.52639,vip,40483.75,
40454.53681,standard,40483.75,
40454.62708,standard,40483.75,
40454.66806,standard,40483.75,
40454.67222,standard,40483.75,
40454.675,standard,40483.75,
40454.725,standard,40483.75,
40455.03403,standard,40483.75,
40455.05833,standard,40483.75,
40455.08194,standard,40483.75,
40455.08264,standard,40483.75,
40455.08542,standard,40483.75,
40455.11597,standard,40483.75,
40455.13889,standard,40483.75,
40455.20278,vip,40483.75,
40455.20486,standard,40483.75,
40455.225,standard,40483.75,
40455.24167,standard,40483.75,
40455.38681,standard,40483.75,
40455.39375,standard,40483.75,
40455.44931,standard,40483.75,
40455.64444,standard,40483.75,
40455.74861,standard,40483.75,
40455.76597,vip,40483.75,
40455.82847,standard,40483.75,
40455.86319,vip,40483.75,
40455.88681,standard,40483.75,
40455.9375,vip,40483.75,
40456.10278,standard,40483.75,
40456.22014,vip,40483.75,
40456.25903,standard,40483.75,
40456.26875,standard,40483.75,
40456.30278,standard,40483.75,
40456.33264,standard,40483.75,
40456.43125,standard,40483.75,
40456.49931,vip,40483.75,
40456.51736,standard,40483.75,
40456.57292,standard,40483.75,
40456.60069,vip,40483.75,
40456.66111,standard,40483.75,
40456.73958,standard,40483.75,
40456.76458,standard,40483.75,
40456.76806,standard,40483.75,
40456.79028,vip,40483.75,
40456.81111,vip,40483.75,
40456.92292,standard,40483.75,
40457.17431,standard,40483.75,
40457.22292,standard,40483.75,
40457.26042,standard,40483.75,
40457.35139,standard,40483.75,
40457.40903,vip,40483.75,
40457.44514,standard,40483.75,
40457.52014,standard,40483.75,
40457.54931,standard,40483.75,
40457.64167,vip,40483.75,
40457.67431,standard,40483.75,
40457.68264,standard,40483.75,
40457.72153,vip,40483.75,
40457.75278,standard,40483.75,
40457.86944,standard,40483.75,
40457.95347,standard,40483.75,
40458.05139,vip,40483.75,
40458.18056,standard,40483.75,
40458.21528,standard,40483.75,
40458.30278,standard,40483.75,
40458.35208,vip,40483.75,
40458.37153,standard,40483.75,
40458.46042,standard,40483.75,
40458.46597,standard,40483.75,
40458.53333,standard,40483.75,
40458.55278,standard,40483.75,
40458.56181,standard,40483.75,
40458.64653,vip,40483.75,
40458.80208,standard,40483.75,
40458.81944,standard,40483.75,
40458.82153,vip,40483.75,
40458.83889,vip,40483.75,
40458.86319,vip,40483.75,
40458.91736,vip,40483.75,
40459.03056,vip,40483.75,
40459.03125,vip,40483.75,
40459.03333,vip,40483.75,
40459.05,vip,40483.75,
40459.05694,standard,40483.75,
40459.13264,standard,40483.75,
40459.21875,vip,40483.75,
40459.25625,vip,40483.75,
40459.30069,vip,40483.75,
40459.33194,vip,40483.75,
40459.36111,vip,40483.75,
40459.44792,standard,40483.75,
40459.45625,standard,40483.75,
40459.49097,vip,40483.75,
40459.50694,standard,40483.75,
40459.56528,vip,40483.75,
40459.61389,standard,40483.75,
40459.67292,standard,40483.75,
40459.80764,standard,40483.75,
40459.82917,standard,40483.75,
40459.85625,vip,40483.75,
40459.90694,standard,40483.75,
40459.94236,vip,40483.75,
40459.99236,standard,40483.75,
40460.02986,standard,40483.75,
40460.03819,vip,40483.75,
40460.03889,vip,40483.75,
40460.11111,vip,40483.75,
40460.13125,standard,40483.75,
40460.13194,vip,40483.75,
40460.16111,standard,40483.75,
40460.16736,standard,40483.75,
40460.17986,vip,40483.75,
40460.25417,standard,40483.75,
40460.39097,standard,40483.75,
40460.42222,vip,40483.75,
40460.43264,vip,40483.75,
40460.49653,standard,40483.75,
40460.54444,standard,40483.75,
40460.54861,standard,40483.75,
40460.59583,standard,40483.75,
40460.63194,vip,40483.75,
40460.69306,standard,40483.75,
40460.70764,standard,40483.75,
40460.73194,standard,40483.75,
40460.74653,vip,40483.75,
40460.77986,standard,40483.75,
40460.78611,standard,40483.75,
40460.81042,vip,40483.75,
40460.84861,vip,40483.75,
40460.85972,standard,40483.75,
40460.87569,standard,40483.75,
40460.88125,standard,40483.75,
40460.94306,standard,40483.75,
40461.02639,vip,40483.75,
40461.05,vip,40483.75,
40461.08958,vip,40483.75,
40461.11319,standard,40483.75,
40461.17778,standard,40483.75,
40461.21806,standard,40483.75,
40461.25278,standard,40483.75,
40461.25417,standard,40483.75,
40461.26181,vip,40483.75,
